1:Del:C:0	1:Del:C:1	1:Del:C:2	1:Del:C:3	1:Del:C:4	1:Del:C:5	1:Del:T:0	1:Del:T:1	1:Del:T:2	1:Del:T:3	1:Del:T:4	1:Del:T:5	1:Ins:C:0	1:Ins:C:1	1:Ins:C:2	1:Ins:C:3	1:Ins:C:4	1:Ins:C:5	1:Ins:T:0	1:Ins:T:1	1:Ins:T:2	1:Ins:T:3	1:Ins:T:4	1:Ins:T:5	2:Del:R:0	2:Del:R:1	2:Del:R:2	2:Del:R:3	2:Del:R:4	2:Del:R:5	3:Del:R:0	3:Del:R:1	3:Del:R:2	3:Del:R:3	3:Del:R:4	3:Del:R:5	4:Del:R:0	4:Del:R:1	4:Del:R:2	4:Del:R:3	4:Del:R:4	4:Del:R:5	5:Del:R:0	5:Del:R:1	5:Del:R:2	5:Del:R:3	5:Del:R:4	5:Del:R:5	2:Ins:R:0	2:Ins:R:1	2:Ins:R:2	2:Ins:R:3	2:Ins:R:4	2:Ins:R:5	3:Ins:R:0	3:Ins:R:1	3:Ins:R:2	3:Ins:R:3	3:Ins:R:4	3:Ins:R:5	4:Ins:R:0	4:Ins:R:1	4:Ins:R:2	4:Ins:R:3	4:Ins:R:4	4:Ins:R:5	5:Ins:R:0	5:Ins:R:1	5:Ins:R:2	5:Ins:R:3	5:Ins:R:4	5:Ins:R:5	2:Del:M:1	3:Del:M:1	3:Del:M:2	4:Del:M:1	4:Del:M:2	4:Del:M:3	5:Del:M:1	5:Del:M:2	5:Del:M:3	5:Del:M:4	5:Del:M:5
PD43402_10	 8	 3	 3	 2	 0	 0	 5	 0	 3	 2	 0	11	 1	 2	 0	 1	 0	 0	 1	 1	 0	 0	 0	19	 1	 1	 1	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 3	 0	 2	 0	 0	 1	 0	 2	 1	 0	 0
PD43402_11	 4	 3	 3	 0	 0	 0	 0	 0	 1	 3	 1	 7	 0	 0	 1	 1	 0	 2	 0	 3	 2	 2	 1	23	 1	 5	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 2	 1	 1	 1	 0
PD43402_12	 4	 4	 0	 1	 2	 1	 1	 0	 2	 1	 4	 8	 3	 1	 0	 0	 0	 1	 0	 0	 1	 0	 0	25	 1	 3	 1	 0	 1	 1	 0	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 1	 2	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 2	 0	 0	 0	 0
PD43402_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD43402_17	 3	 4	 1	 0	 0	 2	 2	 0	 3	 1	 1	12	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	40	 0	 1	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 1	 1	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 1	 0	 0	 1
PD43402_18	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
PD43402_19	 2	 1	 1	 1	 0	 1	 0	 0	 1	 1	 2	11	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	14	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1
PD43402_2	10	 6	 1	 5	 0	 0	 7	 0	 3	 3	 7	24	 3	 1	 0	 0	 1	 4	 1	 3	 0	 0	 0	73	 3	 0	 2	 1	 0	 3	 0	 5	 0	 1	 0	 0	 0	 2	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 1	 0	 0	 3	 1	 0	 0	 1
PD43402_20	 6	 5	 1	 0	 1	 0	 3	 0	 1	 0	 1	 7	 1	 0	 0	 0	 1	 1	 0	 1	 0	 0	 1	20	 0	 2	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 3	 1	 0	 1
PD43402_21	 3	 0	 2	 0	 0	 1	 2	 0	 0	 1	 0	 7	 0	 0	 1	 0	 0	 2	 1	 1	 0	 1	 0	22	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 2	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0
PD43402_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PD43402_23	 3	 0	 0	 0	 0	 0	 3	 0	 2	 1	 1	 7	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 2	12	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0
PD43402_3	 2	 4	 5	 2	 0	 1	 6	 3	 5	 2	 4	11	 1	 0	 0	 0	 0	 1	 1	 4	 1	 0	 1	24	 1	 3	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0
PD43402_4	 7	 4	 2	 1	 0	 0	 6	 4	 1	 4	 2	22	 1	 0	 1	 0	 1	 3	 0	 3	 0	 0	 0	49	 2	 1	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 5	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 2	 2	 0	 1	 0	 3	 0	 0	 1	 0
PD43402_5	 5	 3	 4	 0	 0	 2	 0	 1	 1	 5	 2	15	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 2	50	 2	 1	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 2	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0
PD43402_6	 2	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	21	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1
PD43402_7	3	2	1	1	1	1	2	1	1	2	2	8	1	0	0	0	0	1	1	1	0	1	0	9	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
PD43402_8	 3	 9	 2	 1	 0	 1	 4	 2	 1	 4	 1	12	 0	 0	 0	 0	 0	 2	 1	 2	 1	 1	 0	49	 1	 1	 2	 0	 1	 1	 1	 1	 4	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 2	 0	 0	 0	 0	 0	 1	 1	 1	 1	 2	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 8	 0	 1	 0	 1	 0	 3	 1	 0	 0	 1
PD43402_9	 3	 1	 1	 1	 0	 0	 4	 4	 2	 2	 1	10	 1	 0	 1	 0	 0	 2	 0	 1	 2	 0	 0	19	 2	 3	 2	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 2	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 3	 0	 0	 2	 1	 0	 0	 2	 2	 0
PD43403_1	 1	 1	 0	 0	 0	 2	 1	 0	 3	 0	 2	 7	 2	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	30	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 3	 0	 1	 0	 0
PD43403_2	 2	 2	 1	 1	 1	 0	 0	 0	 0	 2	 1	 3	 0	 0	 0	 0	 0	 1	 0	 1	 1	 0	 0	23	 1	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
PD43403_3	  5	  1	  0	  1	  1	  1	  2	  0	  2	  5	  5	 23	  3	  1	  0	  0	  1	  1	  1	  1	  0	  0	  0	104	  0	  1	  2	  0	  0	  3	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  2	  0	  1	  0	  0	  0	  1	  2	  0	  1	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1
PD43403_4	 9	 8	 1	 2	 2	 0	 4	 0	 4	 3	 7	26	 3	 0	 0	 0	 0	 7	 0	 4	 0	 0	 0	95	 0	 0	 0	 1	 0	 2	 0	 2	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 4	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 1	 0	 3	 0	 0
PD43403_5	  3	  1	  4	  2	  1	  0	  3	  1	  2	  1	  5	 22	  1	  0	  0	  1	  0	  1	  0	  1	  0	  0	  1	101	  1	  2	  2	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  2	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  4	  0	  0	  0	  1	  6	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  1	  0	  1	  1	  1	  2	  1	  0	  1
PD43403_7	  3	  6	  2	  4	  1	  1	  5	  5	  4	  4	  2	 38	  1	  1	  0	  0	  0	  4	  0	  3	  0	  2	  0	116	  0	  2	  1	  1	  0	  0	  1	  2	  0	  0	  0	  0	  1	  3	  0	  1	  0	  0	  1	  2	  2	  0	  0	  0	  0	  1	  0	  0	  0	  6	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  3	  0	  1	  0	  0	  0	  0	  1	  2	  0	  1
PD43403_8	 4	 1	 0	 0	 0	 0	 0	 4	 1	 0	 0	 8	 2	 0	 0	 0	 1	 3	 0	 0	 0	 0	 0	28	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0
PD43403_9	  6	  6	  2	  0	  0	  0	  3	  2	  4	  7	  5	 37	  3	  1	  0	  0	  0	  8	  5	  2	  2	  2	  4	144	  2	  2	  2	  1	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  1	  0	  0	  2	  0	  0	  0	  0	  1	  1	  3	  2	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  2	  0	  3	  0	  0	  0	  0	  3	  0	  2	  0	  0	  0	  0	  1	  0	  1	  0
PD43850_1	 4	 5	 0	 0	 1	 0	 4	 0	 2	 0	 3	13	 1	 0	 0	 0	 2	 6	 0	 1	 1	 0	 1	30	 0	 2	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 4	 0	 1	 0	 1
PD43850_10	 6	 5	 4	 2	 1	 2	 5	 6	 7	 3	 2	16	 2	 0	 1	 0	 2	13	 0	 1	 1	 1	 3	37	 0	 1	 2	 0	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 3	 4	 2	 0	 0
PD43850_11	 8	 0	 1	 1	 0	 0	 5	 2	 4	 2	 2	14	 1	 0	 0	 0	 3	10	 0	 2	 0	 0	 1	28	 1	 2	 1	 2	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 0	 1	 2	 0	 1	 0	 1
PD43850_12	 6	 4	 5	 1	 0	 1	 1	 2	 3	 4	 4	22	 1	 1	 1	 0	 1	 7	 1	 3	 1	 1	 1	34	 1	 1	 2	 1	 0	 0	 0	 3	 0	 0	 0	 0	 1	 2	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 2	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 1	 0	 2	 0	 1
PD43850_13	 8	 1	 2	 1	 0	 1	 4	 2	 1	 3	 0	 4	 1	 0	 2	 1	 0	17	 0	 1	 0	 0	 0	28	 0	 2	 0	 0	 1	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1
PD43850_14	 8	 4	 1	 3	 1	 0	 6	 7	 6	 2	 4	16	 0	 1	 0	 1	 2	11	 2	 0	 2	 0	 0	52	 3	 1	 0	 0	 0	 0	 1	 2	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 1	 1	 0	 2	 2	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 2	 0	 1	 0	 2	 1	 2	 1	 0	 1	 0
PD43850_15	 5	 3	 0	 1	 1	 1	 4	 1	 2	 0	 1	11	 1	 0	 0	 0	 0	 8	 1	 2	 0	 0	 1	32	 0	 3	 1	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 1	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 2	 0	 1	 0	 0	 1	 2	 0	 1
PD43850_16	 7	 6	 5	 2	 1	 1	 6	 1	 3	 0	 1	 6	 1	 0	 1	 0	 1	25	 0	 3	 1	 3	 0	30	 1	 2	 3	 0	 0	 0	 0	 5	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 3	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 3	 1	 1	 1	 2	 2	 1	 1	 0
PD43850_17	 7	 5	 1	 0	 1	 1	 5	 4	 4	 1	 2	10	 0	 0	 0	 0	 1	13	 1	 3	 2	 0	 4	26	 0	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 2	 1	 0	 0	 2	 1	 1	 2	 0
PD43850_18	 6	 4	 1	 1	 0	 1	 3	 3	 1	 7	 2	 9	 0	 0	 0	 0	 3	14	 0	 2	 1	 0	 0	27	 0	 5	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 1	 1	 0	 0	 1	 0	 0	 0
PD43850_19	 4	 3	 2	 2	 0	 0	11	 4	 3	 1	 2	13	 2	 0	 0	 0	 4	30	 2	 1	 3	 2	 2	37	 0	 3	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 1	 0	 2	 0	 1	 3	 0	 1	 0	 0	 0
PD43850_2	 5	 2	 2	 0	 0	 1	 3	 0	 0	 1	 0	 7	 0	 0	 0	 0	 0	 7	 0	 1	 0	 0	 0	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 2	 3	 2	 0	 1
PD43850_20	 4	 5	 3	 2	 1	 1	 6	 2	 6	 2	 1	 5	 2	 0	 2	 1	 2	18	 1	 2	 1	 1	 1	29	 2	 4	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 2	 1	 2	 0	 0	 0
PD43850_22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PD43850_25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43850_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PD43850_3	 1	 3	 2	 0	 0	 0	 1	 1	 1	 1	 0	 3	 2	 0	 1	 0	 0	 3	 0	 1	 0	 1	 1	19	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0
PD43850_31	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	10	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
PD43850_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43850_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43850_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43850_39	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43850_4	 5	 5	 5	 3	 1	 3	 4	 2	 3	 2	 1	15	 1	 1	 1	 0	 1	 6	 0	 2	 0	 2	 0	37	 0	 4	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 3	 1	 4	 0	 0	 0	 0	 1	 1	 3	 0	 1	 1	 0	 0	 0	 0	 2
PD43850_5	13	 8	 7	 4	 3	 3	 9	 1	 5	 5	 1	25	 1	 1	 1	 1	 2	 9	 2	 1	 0	 1	 2	57	 2	 2	 2	 0	 0	 0	 0	 2	 2	 0	 0	 0	 1	 2	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1	 0	 1	 0	 4	 2	 0	 1	 0
PD43850_6	10	 5	 2	 1	 2	 2	 9	 4	 2	 3	 4	22	 1	 0	 1	 0	 0	 9	 0	 3	 1	 2	 0	57	 2	 3	 2	 0	 0	 0	 3	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 4	 0	 1	 3	 0	 1	 3	 1	 2	 2	 1
PD43850_7	 3	 3	 1	 0	 0	 0	 2	 1	 3	 0	 2	14	 1	 1	 0	 0	 3	 7	 0	 2	 1	 1	 1	22	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 1	 1	 0	 1	 0	 1	 0	 0	 0	 1
PD43850_8	 3	 1	 2	 0	 0	 1	 2	 3	 2	 2	 1	 8	 1	 1	 0	 0	 0	 6	 0	 2	 1	 0	 0	28	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 2	 2	 1	 0	 0	 2	 1	 2	 0	 0
PD43850_9	 4	 3	 3	 1	 0	 1	 4	 3	 0	 3	 3	12	 1	 0	 1	 0	 1	 7	 0	 2	 0	 1	 0	22	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 5	 0	 1	 0	 0
