1:Del:C:0	1:Del:C:1	1:Del:C:2	1:Del:C:3	1:Del:C:4	1:Del:C:5	1:Del:T:0	1:Del:T:1	1:Del:T:2	1:Del:T:3	1:Del:T:4	1:Del:T:5	1:Ins:C:0	1:Ins:C:1	1:Ins:C:2	1:Ins:C:3	1:Ins:C:4	1:Ins:C:5	1:Ins:T:0	1:Ins:T:1	1:Ins:T:2	1:Ins:T:3	1:Ins:T:4	1:Ins:T:5	2:Del:R:0	2:Del:R:1	2:Del:R:2	2:Del:R:3	2:Del:R:4	2:Del:R:5	3:Del:R:0	3:Del:R:1	3:Del:R:2	3:Del:R:3	3:Del:R:4	3:Del:R:5	4:Del:R:0	4:Del:R:1	4:Del:R:2	4:Del:R:3	4:Del:R:4	4:Del:R:5	5:Del:R:0	5:Del:R:1	5:Del:R:2	5:Del:R:3	5:Del:R:4	5:Del:R:5	2:Ins:R:0	2:Ins:R:1	2:Ins:R:2	2:Ins:R:3	2:Ins:R:4	2:Ins:R:5	3:Ins:R:0	3:Ins:R:1	3:Ins:R:2	3:Ins:R:3	3:Ins:R:4	3:Ins:R:5	4:Ins:R:0	4:Ins:R:1	4:Ins:R:2	4:Ins:R:3	4:Ins:R:4	4:Ins:R:5	5:Ins:R:0	5:Ins:R:1	5:Ins:R:2	5:Ins:R:3	5:Ins:R:4	5:Ins:R:5	2:Del:M:1	3:Del:M:1	3:Del:M:2	4:Del:M:1	4:Del:M:2	4:Del:M:3	5:Del:M:1	5:Del:M:2	5:Del:M:3	5:Del:M:4	5:Del:M:5
PD45766_12	 2	 1	 1	 1	 0	 0	 0	 0	 1	 3	 0	 6	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 0	15	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0
PD45766_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45766_2	13	 8	10	 1	 1	 1	16	12	10	 8	 5	17	 3	 2	 1	 0	 1	 2	 1	 0	 2	 0	 1	34	 4	 7	 1	 0	 0	 0	11	 2	 0	 0	 0	 0	 5	 2	 1	 0	 0	 0	13	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 5	 4	 1	 2	 1	 1	21	 5	 3	 5	 2
PD45766_3	16	 8	 8	 6	 1	 1	13	 8	 4	 5	 7	21	 3	 3	 0	 0	 0	 2	 1	 6	 3	 3	 1	39	 8	 1	 3	 1	 0	 2	 3	 6	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	23	 1	 1	 1	 1	 0	 0	 3	 1	 0	 1	 2	 2	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 6	 0	 0	 1	 0	10	 5	 3	 1	 4	 4	16	13	 7	 2	 5
PD45766_4	21	10	 8	 3	 5	 0	 9	 8	 4	 7	 6	36	 2	 1	 2	 2	 0	 1	 3	 6	 1	 1	 1	74	 3	 4	 0	 0	 1	 2	 2	 3	 1	 0	 0	 1	 2	 4	 0	 0	 0	 0	14	 1	 1	 0	 0	 0	 1	 1	 2	 0	 0	 2	 1	 0	 0	 0	 0	 1	 1	 2	 0	 0	 0	 1	 0	 3	 0	 0	 0	 0	 8	 2	 5	 2	 1	 1	11	 7	 6	 1	 1
PD45766_5	 8	 2	 3	 2	 1	 2	14	 5	 5	 5	 6	33	 1	 1	 1	 0	 0	 0	 0	 1	 0	 2	 0	57	 5	 2	 0	 1	 0	 0	 2	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	12	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 2	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 4	 1	 4	 2	 1	 4	13	 6	 4	 2	 0
PD45766_6	22	16	 5	 3	 2	 3	21	 8	12	 7	 5	28	 2	 0	 2	 0	 1	 1	 1	 4	 3	 5	 1	60	 9	 7	 2	 1	 0	 0	11	11	 0	 0	 0	 0	 2	 2	 0	 1	 0	 0	35	 6	 0	 0	 0	 0	 3	 2	 2	 0	 0	 2	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 2	 3	 0	 1	 0	 0	 6	 2	 3	 6	 2	 3	24	20	 5	 5	 3
PD45766_7	26	12	 2	 3	 3	 1	18	14	 9	 5	 5	21	 1	 2	 0	 0	 0	 0	 1	 4	 1	 1	 2	51	 4	 1	 1	 1	 0	 1	 7	 2	 1	 1	 0	 0	 3	 3	 0	 0	 0	 0	20	 1	 0	 0	 0	 0	 0	 3	 0	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 3	 2	 2	 1	 3	 2	18	14	 6	 8	 3
PD45766_9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PD45767_1	 6	 4	 5	 1	 0	 1	 5	 0	 0	 1	 5	19	 1	 0	 0	 0	 1	 3	 1	 0	 1	 0	 1	33	 1	 1	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 1	 0	 1	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 2	 1	 1	 0	 1
PD45767_10	11	 4	 2	 1	 0	 0	 6	 3	 6	 0	 3	28	 0	 1	 0	 0	 1	 0	 1	 3	 0	 5	 1	48	 2	 2	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 1	 2	 0	 2	 1	 0	 0	 0
PD45767_11	 8	11	 4	 2	 0	 0	11	 1	 4	 3	 4	14	 2	 0	 0	 0	 0	 4	 1	 6	 3	 0	 2	49	 0	 2	 0	 1	 0	 0	 1	 0	 0	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 1	 1	 2	 0	 1	 0	 1	 0
PD45767_12	15	 6	 2	 0	 4	 2	 8	 3	 6	 1	 4	27	 0	 1	 0	 0	 1	 3	 0	 3	 1	 1	 3	55	 2	 0	 1	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 1	 1	 1	 0	 3	 1	 1	 1	 0
PD45767_13	 4	 7	 1	 1	 1	 0	 5	 0	 3	 4	 4	15	 1	 0	 1	 0	 0	 1	 1	 2	 0	 0	 1	37	 1	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0
PD45767_15	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	1	0	7
PD45767_16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PD45767_17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45767_18	0	1	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD45767_2	 5	 3	 0	 1	 0	 0	 2	 0	 2	 1	 0	 9	 0	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	13	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0
PD45767_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45767_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45767_22	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
PD45767_23	 1	 0	 0	 1	 0	 0	 0	 3	 1	 3	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	11	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
PD45767_24	 8	 4	 3	 2	 0	 0	 6	 3	 3	 3	 2	13	 1	 1	 0	 0	 0	 2	 1	 2	 0	 1	 0	54	 4	 4	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 2	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 2	 1
PD45767_25	 2	 1	 0	 0	 0	 0	 4	 0	 1	 2	 2	 4	 0	 0	 0	 0	 0	 1	 2	 0	 1	 0	 0	20	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0
PD45767_3	 8	 3	 5	 1	 0	 1	 7	 2	 6	 4	 1	10	 0	 0	 0	 0	 0	 2	 0	 4	 1	 1	 2	47	 1	 2	 1	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 1	 0	 1	 1	 6	 3	 0	 0	 0
PD45767_4	 9	 3	 0	 1	 1	 3	 5	 3	 3	 5	 2	15	 2	 0	 0	 0	 0	 1	 1	 3	 1	 1	 0	47	 1	 2	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 2	 2	 3	 0	 0	 0	 3	 0	 3	 0	 1
PD45767_5	 7	 1	 0	 2	 2	 0	 3	 5	 2	 3	 5	17	 0	 0	 0	 1	 0	 1	 1	 3	 1	 2	 0	35	 0	 0	 3	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 1	 0	 2	 1	 0	 2	 0	 1
PD45767_6	11	 5	 2	 4	 0	 3	 6	 3	 4	 5	 5	36	 3	 0	 1	 0	 0	 1	 1	 4	 3	 0	 0	72	 4	 7	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 2	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 1	 0	 0	 0	 1	 5	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 0	 2	 0	 4	 1	 1	 2	 0
PD45767_7	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45767_8	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45767_9	 8	 4	 1	 1	 1	 1	 3	 2	 3	 4	 1	17	 0	 1	 0	 1	 0	 1	 0	 2	 0	 0	 1	42	 2	 0	 1	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 2	 0	 0	 1	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 3	 0	 1	 0	 0	 3	 0	 1	 0	 4	 2	 1	 1	 0	 0	 2
PD45769_1	12	 4	 3	 3	 1	 1	 6	 6	 1	 3	 3	25	 2	 0	 0	 0	 0	 1	 1	 2	 2	 2	 1	60	 2	 1	 1	 1	 0	 0	 1	 2	 1	 1	 0	 0	 0	 4	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 3	 0	 0	 0	 0	 3	 0	 1	 0	 1	 0	 4	 1	 0	 1	 2
PD45769_2	 6	 1	 4	 1	 1	 1	 8	 3	 5	 4	 2	24	 1	 2	 0	 0	 1	 3	 0	 5	 2	 0	 2	65	 1	 1	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 2	 1	 0	 2
PD45769_3	13	 3	 6	 2	 0	 3	 7	 4	 4	 5	 5	24	 0	 1	 1	 1	 1	 1	 0	 2	 1	 1	 2	64	 1	 4	 3	 0	 0	 1	 0	 2	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 6	 1	 0	 0	 0	 0	 3	 1	 1	 0	 0	 3	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 2	 0	 2	 1	 0	 1	 1	 2	 2	 1	 0
PD45769_4	 4	 3	 1	 0	 0	 2	 6	 9	 4	 3	 5	18	 1	 1	 1	 0	 0	 2	 0	 2	 2	 0	 2	48	 2	 3	 1	 1	 0	 0	 2	 2	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 4	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 0	 1	 0	 0	 0
PD45769_5	10	 5	 1	 2	 2	 2	 8	 3	 2	 2	 2	23	 2	 0	 0	 0	 0	 2	 2	 1	 3	 0	 2	80	 3	 2	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 2	 0	 1	 3	 3	 1	 1	 3	 0
PD45769_7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PD45769_8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45769_9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PD45770_1	12	 8	 6	 2	 2	 0	 6	 3	 6	 1	 3	22	 1	 0	 0	 0	 0	 1	 2	 2	 0	 2	 0	71	 2	 2	 1	 0	 0	 2	 0	 4	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 6	 3	 2	 0	 0	 0	 0	 3	 1	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 2	 2	 1	 0	 3	 0	 2	 1	 1	 0	 1
PD45770_2	 7	 6	 3	 1	 0	 1	 2	 2	 0	 3	 3	19	 3	 0	 1	 0	 0	 2	 1	 3	 0	 1	 0	78	 4	 3	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 1	 4	 0	 0	 0	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 4	 0	 0	 1	 0	 2	 4	 0	 0	 2	 1	 6	 1	 2	 1	 0
PD45770_3	  9	  9	  4	  1	  1	  2	  5	  5	  3	  5	  5	 25	  2	  1	  0	  1	  0	  1	  1	  3	  4	  1	  0	104	  4	  2	  0	  0	  0	  1	  0	  5	  1	  0	  0	  0	  0	  2	  1	  0	  1	  0	  7	  1	  0	  0	  0	  0	  1	  0	  0	  0	  1	  3	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  2	  2	  1	  0	  1	  2	  7	  3	  1	  0	  2
PD45770_4	 4	 8	 6	 2	 1	 0	 5	 4	 7	 2	 2	29	 2	 1	 1	 0	 0	 3	 1	 3	 1	 2	 0	79	 1	 2	 1	 0	 1	 0	 0	 1	 0	 0	 1	 0	 2	 2	 0	 0	 0	 0	 8	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 2	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 3	 0	 0	 0	 0	 2	 0	 0	 1	 1	 0	 4	 0	 1	 0	 0
PD45770_5	11	 3	 7	 1	 2	 0	14	 2	 2	 1	 3	21	 3	 0	 0	 0	 0	 1	 2	 4	 1	 0	 1	60	 4	 3	 0	 0	 0	 0	 2	 3	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 3	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 4	 1	 0	 0	 0	 2	 2	 3	 0	 3	 2	 3	 1	 1	 1	 0
PD45770_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PD45770_8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45770_9	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PD45771_1	 5	 4	 1	 0	 1	 1	 3	 2	 1	 5	 4	34	 1	 1	 1	 0	 0	 5	 0	 5	 2	 1	 2	69	 0	 1	 1	 0	 0	 0	 0	 4	 2	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 1	 0	 0	 1	 0	 3	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 1	 3	 1	 0	 0	 0	 2	 2	 0	 0	 0	 0	 1	 0	 3	 1	 1	 1	 1	 1	 1	 1	 2
PD45771_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45771_11	 1	 1	 0	 0	 0	 0	 1	 1	 0	 1	 0	 4	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
PD45771_2	 3	 3	 3	 0	 0	 0	 2	 0	 4	 1	 1	16	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 1	47	 0	 3	 1	 0	 0	 1	 1	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 2	 2
PD45771_3	  6	  4	  3	  1	  2	  0	  9	  5	  3	  7	  8	 35	  1	  1	  0	  0	  0	  2	  2	  3	  3	  0	  2	103	  2	  5	  2	  0	  0	  0	  3	  6	  1	  0	  0	  0	  1	  4	  1	  0	  0	  0	  4	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  7	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  0	  0	  2	  1	  3	  1	  0	  0	  2	  0	  3	  0	  1
PD45771_4	  8	  4	  3	  3	  1	  3	  1	  4	  4	  7	  4	 38	  3	  4	  0	  0	  0	  6	  3	  6	  1	  2	  2	106	  0	  5	  1	  3	  0	  0	  3	  6	  2	  1	  0	  0	  0	  4	  0	  0	  0	  0	  4	  2	  0	  0	  0	  0	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  2	  1	  0	  0	  1	  1	  2	  0	  0	  1	  0	  7	  0	  4	  0	  2	  1	  2	  3	  2	  1	  0
PD45771_5	  3	  7	  5	  1	  2	  1	  6	  4	  4	  4	  3	 54	  2	  0	  1	  0	  1	 12	  1	  5	  1	  1	  2	144	  2	  2	  2	  1	  0	  1	  0	  1	  2	  0	  0	  1	  0	  5	  0	  1	  0	  0	  2	  1	  0	  0	  1	  0	  1	  4	  1	  0	  1	  5	  0	  2	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  5	  0	  0	  0	  0	  4	  1	  1	  0	  1	  5	  2	  0	  1	  0	  1
PD45771_6	 12	  3	  5	  3	  3	  5	 12	  6	  3	  6	 10	 62	  4	  0	  0	  0	  1	  8	  1	  4	  1	  7	  1	155	  0	  7	  4	  1	  1	  0	  0	  3	  1	  2	  0	  0	  0	  1	  1	  1	  0	  0	  3	  3	  0	  0	  0	  0	  0	  0	  1	  0	  3	  8	  0	  0	  0	  1	  0	  0	  0	  2	  0	  0	  1	  0	  2	  5	  0	  0	  1	  0	  7	  0	  0	  1	  0	  2	  3	  3	  2	  2	  3
PD45771_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PD45771_9	 4	 5	 0	 0	 1	 2	 7	 1	 2	 4	 0	 8	 0	 1	 1	 0	 2	 3	 0	 1	 0	 2	 1	47	 3	 2	 2	 1	 0	 0	 0	 1	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 1	 1	 0	 0	 1
